player,school,passer_eff_rate,yrs_played,from,to,comp,att,comp_%,pass_yds,pass_td,int,tot_plays,tot_yds,tot_td,pyds_att,adj_pyds_att,pass-yds-per-cmp,yds_pgame,yds_pplay,player_nfl,draft_yr,nfl_success,hof_succ,wins_succ,awards_succ,stats_succ,earn_succ,long_succ,metrics_succ,team_names,teams,hof_yr,_merge
Josh Rosen,UCLA,,0.0,0.0,0.0,,,,9341,,,,,,,,,311.4,7.2,Josh Rosen,1980.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Cardinals', 'Dolphins', 'Falcons', 'Buccaneers', '49ers', 'Browns', 'Vikings']",0,0.0,both
Shane Matthews,Florida,,0.0,0.0,0.0,,,,9287,74,46,,,82,,,,273.1,,Shane Matthews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Levi Lewis,Louisiana,144.4,0.0,0.0,0.0,,,,9203,74,,,10291,88,,8.4,,,7.0,Levi Lewis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Seahawks'],0,0.0,both
Connor Cook,Michigan State,,0.0,0.0,0.0,,,,9194,71,,,,,,8.2,13.7,,7.0,Connor Cook,2016.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['Raiders', 'Bengals', 'Lions', 'Panthers']",0,0.0,both
Rex Grossman,Florida,146.7,0.0,0.0,0.0,,,,9164,77,,,,83,8.3,8.2,,261.8,7.3,Rex Grossman,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,['Browns'],0,0.0,both
Mac Jones,Alabama,197.6,0.0,0.0,0.0,,,,,,,,,,11.0,12.5,14.8,,,Mac Jones,2005.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,['Patriots'],0,0.0,both
Tua Tagovailoa,Alabama,199.4,0.0,0.0,0.0,,,,,87,,,,96,10.9,12.7,15.7,,9.8,Tua Tagovailoa,2020.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,['Dolphins'],['Miami Dolphins 2020-2024'],0.0,both
Kyler Murray,Oklahoma,181.3,0.0,0.0,0.0,,,,,,,,,,10.4,11.1,15.4,,,Kyler Murray,2019.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,['Cardinals'],['Arizona Cardinals 2019-2024'],0.0,both
C.J. Stroud,Ohio State,182.4,0.0,0.0,0.0,,,,,85,,,,86,9.8,11.2,14.1,300.9,9.1,C.J. Stroud,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,['Texans'],0,0.0,both
Bryce Petty,Baylor,166.0,0.0,0.0,0.0,,,,,,,,,83,9.7,10.6,15.5,,8.2,Bryce Petty,2009.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Jets', 'Dolphins']",0,0.0,both
Jordan Ta'amu,Ole Miss,156.8,0.0,0.0,0.0,,,,,,,,,,9.5,9.6,14.7,280.0,,Jordan Ta'amu,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Chiefs', 'Panthers']",0,0.0,both
Jameis Winston,Florida State,163.3,0.0,0.0,0.0,,,,,,,,,,9.4,9.4,14.2,295.0,8.3,Jameis Winston,2015.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['Buccaneers', 'Saints', 'Browns']","['Tampa Bay Buccaneers 2015-2019', 'New Orleans Saints 2020-2023', 'Cleveland Browns 2024']",0.0,both
Justin Fields,Ohio State,178.8,0.0,0.0,0.0,,,,,67,,,,86,9.2,10.7,,,,Justin Fields,2021.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,['Bears'],0,0.0,both
Dwayne Haskins,Ohio State,174.0,0.0,0.0,0.0,,,,,,,,,,9.1,10.3,,245.3,,Dwayne Haskins,2019.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Commanders', 'Steelers']",0,0.0,both
Zach Wilson,Brigham Young,162.9,0.0,0.0,0.0,,,,,,,,,,9.1,9.7,,255.1,7.9,Zach Wilson,2021.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Jets'],0,0.0,both
Danny White,Arizona State,148.8,0.0,0.0,0.0,,,,,,,,,,9.1,8.5,17.2,,,Danny White,1988.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,[],0,0.0,both
Jake Waters,Kansas State,155.6,0.0,0.0,0.0,,,,,,,,,,9.1,9.2,14.2,229.6,,Jake Waters,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Jaguars'],0,0.0,both
Kyle Trask,Florida,168.5,0.0,0.0,0.0,,,,,69,,,,,9.1,10.0,,254.7,,Kyle Trask,2021.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Buccaneers'],0,0.0,both
Johnny Manziel,Texas A&M,164.1,0.0,0.0,0.0,,,,,,,,9989,93,9.1,9.4,,300.8,8.3,Johnny Manziel,2014.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Browns'],0,0.0,both
Vinny Testaverde,Miami (FL),152.9,0.0,0.0,0.0,,,,,,,,,,9.0,8.7,14.7,,,Vinny Testaverde,1987.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,[],"['Tampa Bay Buccaneers 1987-1992', 'Cleveland Browns 1993-1995', 'Baltimore Ravens 1996-1997', 'New York Jets 1998-2005', 'Dallas Cowboys 2004', 'New England Patriots 2006', 'Carolina Panthers 2007']",0.0,both
Trent Dilfer,Fresno State,151.2,0.0,0.0,0.0,,,,,,,,,,9.0,9.1,15.1,,,Trent Dilfer,1994.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,[],"['Tampa Bay Buccaneers 1994-1996', 'Tampa Bay Buccaneers 1997-1999', 'Baltimore Ravens 2000', 'Seattle Seahawks 2001', 'Seattle Seahawks 2002-2004', 'Cleveland Browns 2005', 'San Francisco 49ers 2007']",0.0,both
Jim Harbaugh,Michigan,149.5,0.0,0.0,0.0,,,,,,,,,,9.0,8.6,14.2,,,Jim Harbaugh,1987.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],"['Chicago Bears 1987', 'Chicago Bears 1988-1993', 'Indianapolis Colts 1994', 'Indianapolis Colts 1995-1997', 'Baltimore Ravens 1998', 'San Diego Chargers 1999-2000']",0.0,both
Donovan McNabb,Syracuse,155.1,0.0,0.0,0.0,,,,,77,,,9950,96,8.9,9.3,15.3,,7.1,Donovan McNabb,1999.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,"['Eagles', 'Commanders', 'Vikings']","['Philadelphia Eagles 1999-2009', 'Washington Redskins 2010', 'Minnesota Vikings 2011']",0.0,both
Alex Smith,Utah,164.4,0.0,0.0,0.0,,,,,,,,,,8.9,9.9,,,,Alex Smith,2005.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['49ers', 'Commanders', 'Chiefs']",0,0.0,both
Ryan Mallett,Arkansas,150.4,0.0,0.0,0.0,,,,,69,,,,,8.8,9.1,15.2,,7.6,Ryan Mallett,2011.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Texans', 'Ravens', 'Patriots']",0,0.0,both
Zach Mettenberger,LSU,148.4,0.0,0.0,0.0,,,,,,,,,,8.8,8.8,14.2,,,Zach Mettenberger,2014.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Titans', 'Steelers']",0,0.0,both
Scott Tolzien,Wisconsin,153.2,0.0,0.0,0.0,,,,,,,,,,8.8,8.5,,,,Scott Tolzien,2016.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['Colts', 'Packers']",0,0.0,both
J.J. McCarthy,Michigan,160.5,0.0,0.0,0.0,,,,,,,,,,8.7,9.4,,,,J.J. McCarthy,2024.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,['Vikings'],0,0.0,both
Bailey Zappe,Western Kentucky,168.7,0.0,0.0,0.0,,,,,,,,,,8.7,9.8,,426.2,,Bailey Zappe,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Patriots'],0,0.0,both
Greg McElroy,Alabama,155.4,0.0,0.0,0.0,,,,,,,,,,8.6,9.2,,,,Greg McElroy,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Jets', 'Bengals']",0,0.0,both
Tyler Huntley,Utah,152.6,0.0,0.0,0.0,,,,,,,,,,8.6,8.6,,,6.8,Tyler Huntley,2020.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['Ravens', 'Browns']",0,0.0,both
Jaren Hall,Brigham Young,158.2,0.0,0.0,0.0,,,,,,,,,,8.6,9.4,,,,Jaren Hall,2023.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,['Vikings'],0,0.0,both
Rick Mirer,Notre Dame,,0.0,0.0,0.0,,,,,,,,,,8.6,8.3,15.9,,,Rick Mirer,1993.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,[],"['Seattle Seahawks 1993-1996', 'Chicago Bears 1997', 'New York Jets 1999', 'San Francisco 49ers 2000', 'Oakland Raiders 2003']",0.0,both
Brendon Kay,Cincinnati,151.9,0.0,0.0,0.0,,,,,,,,,,8.6,8.6,,,,Brendon Kay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Steelers'],0,0.0,both
Jason Campbell,Auburn,148.2,0.0,0.0,0.0,,,,,,,,,,8.5,8.3,,,6.9,Jason Campbell,2005.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"['Commanders', 'Raiders', 'Bears', 'Browns', 'Bengals']",0,0.0,both
Sam Darnold,USC,153.7,0.0,0.0,0.0,,,,,,,,,,8.5,8.7,,267.7,7.7,Sam Darnold,2018.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['Jets', 'Panthers', 'Vikings', '49ers']",0,0.0,both
Chad Kelly,Ole Miss,150.9,0.0,0.0,0.0,,,,,,,,,,8.5,8.6,,254.0,7.8,Chad Kelly,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Broncos', 'Colts']",0,0.0,both
Jason Bean,Kansas,149.5,0.0,0.0,0.0,,,,,,,,,,8.5,8.4,14.4,,,Jason Bean,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Colts'],0,0.0,both
Troy Aikman,UCLA,149.7,0.0,0.0,0.0,,,,,,,,,,8.5,8.5,,,,Troy Aikman,1989.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,['Cowboys'],"['Dallas Cowboys 1989-1996', 'Dallas Cowboys 1997-2000']",2006.0,both
Jarrett Stidham,Auburn,151.4,0.0,0.0,0.0,,,,,,,,,,8.5,9.0,,,,Jarrett Stidham,2019.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['Broncos', 'Patriots', 'Raiders']",0,0.0,both
Vince Young,Texas,144.9,0.0,0.0,0.0,,,,,,,,,81,8.4,,13.6,,7.8,Vince Young,2006.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,"['Titans', 'Eagles', 'Bills']","['Tennessee Titans 2006-2010', 'Philadelphia Eagles 2011']",0.0,both
Ryan Leaf,Washington State,,0.0,0.0,0.0,,,,,,,,,,8.4,8.6,15.6,229.1,,Ryan Leaf,1998.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Malik Willis,Liberty,153.1,0.0,0.0,0.0,,,,,,,,,,8.4,8.6,,,,Malik Willis,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Titans'],0,0.0,both
Mike Tomczak,Ohio State,,0.0,0.0,0.0,,,,,,,,,,8.4,,15.1,,,Mike Tomczak,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,[],"['Chicago Bears 1985-1990', 'Green Bay Packers 1991', 'Cleveland Browns 1992', 'Pittsburgh Steelers 1993-1999']",0.0,both
DeShone Kizer,Notre Dame,147.7,0.0,0.0,0.0,,,,,,,,,,8.3,8.5,13.7,232.4,,DeShone Kizer,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Browns', 'Raiders', 'Packers', 'Titans']",0,0.0,both
Nathan Rourke,Ohio,146.4,0.0,0.0,0.0,,,,,,,,10093,111,8.3,8.7,14.2,,7.6,Nathan Rourke,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Jaguars', 'Patriots']",0,0.0,both
Lamar Jackson,Louisville,,0.0,0.0,0.0,,,,,69,,1741,13175,119,8.3,8.5,14.6,238.0,7.6,Lamar Jackson,2018.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,['Ravens'],['Baltimore Ravens 2018-2024'],0.0,both
Zac Robinson,Oklahoma State,146.6,0.0,0.0,0.0,,,,,,,,10175,88,8.3,8.3,13.6,,7.1,Zac Robinson,2010.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Bengals'],0,0.0,both
JaMarcus Russell,LSU,147.9,0.0,0.0,0.0,,,,,,,,,,8.3,8.4,,,,JaMarcus Russell,2007.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Raiders'],0,0.0,both
Austin Allen,Arkansas,,0.0,0.0,0.0,,,,,,,,,,8.3,,14.1,,,Austin Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Buccaneers'],0,0.0,both
Todd Collins,Michigan,146.5,0.0,0.0,0.0,,,,,,,,,,8.3,8.2,,,,Todd Collins,1995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Connor Shaw,South Carolina,155.9,0.0,0.0,0.0,,,,,,,,,,8.3,8.8,,,,Connor Shaw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['Bears', 'Browns']",0,0.0,both
Stephen Morris,Miami (FL),,0.0,0.0,0.0,,,,,,,,,,8.3,,14.3,,7.5,Stephen Morris,2015.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Colts', 'Eagles', 'Jaguars']",0,0.0,both
Kordell Stewart,Colorado,,0.0,0.0,0.0,,,,,,,,,,8.3,,14.2,,7.1,Kordell Stewart,1995.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,[],"['Pittsburgh Steelers 1995-2002', 'Chicago Bears 2003', 'Baltimore Ravens 2004-2005']",0.0,both
Aaron Rodgers,California,150.3,0.0,0.0,0.0,,,,,,,,,,8.2,8.6,,,,Aaron Rodgers,2005.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,"['Packers', 'Jets']","['Green Bay Packers 2005-2022', 'New York Jets 2023-2024']",0.0,both
David Carr,Fresno State,150.7,0.0,0.0,0.0,,,,,,,,,,8.2,8.6,,,,David Carr,2002.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,"['Texans', 'Giants', 'Panthers', '49ers']",0,0.0,both
Marc Wilson,Brigham Young,,0.0,0.0,0.0,,,,,,46,,,,8.2,,14.3,,,Marc Wilson,1980.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,[],"['Oakland Raiders 1980-1987', 'New England Patriots 1989-1990']",0.0,both
Ricky Stanzi,Iowa,,0.0,0.0,0.0,,,,,,,,,,8.1,,13.6,,,Ricky Stanzi,2011.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"['Chiefs', 'Jaguars', 'Lions', 'Texans']",0,0.0,both
Tyrod Taylor,Virginia Tech,,0.0,0.0,0.0,,,,,,,,,,8.1,8.1,14.2,,6.7,Tyrod Taylor,2011.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,"['Bills', 'Browns', 'Chargers', 'Giants', 'Texans', 'Jets', 'Ravens']","['Baltimore Ravens 2011-2014', 'Buffalo Bills 2015-2017', 'Cleveland Browns 2018', 'Los Angeles Chargers 2019-2020', 'Houston Texans 2021', 'New York Giants 2022-2023', 'New York Jets 2024']",0.0,both
Tommy Maddox,UCLA,,0.0,0.0,0.0,,,,,,,,,,8.1,,13.9,235.8,,Tommy Maddox,1992.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,[],"['Denver Broncos 1992-1993', 'Los Angeles Rams 1994', 'New York Giants 1995', 'Pittsburgh Steelers 2001-2005']",0.0,both
Tyler Bray,Tennessee,145.0,0.0,0.0,0.0,,,,,69,,,,,8.1,8.2,13.8,265.9,,Tyler Bray,2015.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Chiefs', 'Bears', '49ers']",0,0.0,both
Dylan Thompson,South Carolina,,0.0,0.0,0.0,,,,,,,,,,8.1,8.2,13.8,,,Dylan Thompson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['49ers'],0,0.0,both
Kerry Collins,Penn State,,0.0,0.0,0.0,,,,,,,,,,8.1,,14.3,,,Kerry Collins,1995.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,[],"['Carolina Panthers 1995-1998', 'New Orleans Saints 1998', 'New York Giants 1999', 'New York Giants 2000-2003', 'Oakland Raiders 2004-2005', 'Tennessee Titans 2006-2010', 'Indianapolis Colts 2011']",0.0,both
Anthony Gordon,Washington State,157.1,0.0,0.0,0.0,,,,,,,,,,8.1,8.3,,349.8,,Anthony Gordon,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Broncos', 'Seahawks']",0,0.0,both
Craig Erickson,Miami (FL),,0.0,0.0,0.0,,,,,,,,,,8.1,,14.4,,,Craig Erickson,1992.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],0,0.0,both
Gary Huff,Florida State,,0.0,0.0,0.0,,,,,,42,,,,8.0,,14.6,,,Gary Huff,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Nic Shimonek,Texas Tech,153.2,0.0,0.0,0.0,,,,,,,,,,8.0,8.6,,233.9,,Nic Shimonek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Commanders', 'Chargers']",0,0.0,both
Bernie Kosar,Miami (FL),,0.0,0.0,0.0,,,,,,,,,,8.0,,,259.6,,Bernie Kosar,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],"['Cleveland Browns 1985-1993', 'Dallas Cowboys 1993', 'Miami Dolphins 1994-1996']",0.0,both
Nate Sudfeld,Indiana,,0.0,0.0,0.0,,,,,,,,,,,8.3,,,7.2,Nate Sudfeld,2016.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Eagles', 'Lions', '49ers', 'Commanders']","['Philadelphia Eagles 2017-2020', 'Detroit Lions 2022', 'Detroit Lions 2022']",0.0,both
Nathan Peterman,Pitt,144.6,0.0,0.0,0.0,,,,,,,,,,,8.2,,,,Nathan Peterman,2017.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['Raiders', 'Bears', 'Bills', 'Saints']",0,0.0,both
Jack Coan,Notre Dame,148.0,0.0,0.0,0.0,,,,,,,,,,,8.2,,,,Jack Coan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Colts'],0,0.0,both
Skyler Howard,West Virginia,,0.0,0.0,0.0,,,,,,,,,,,8.1,13.9,243.4,6.8,Skyler Howard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Seahawks'],0,0.0,both
Dan Marino,Pitt,,0.0,0.0,0.0,,,,,74,64,,,,,,,,,Dan Marino,1983.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,['Dolphins'],['Miami Dolphins 1983-1999'],2005.0,both
Chase Litton,Marshall,,0.0,0.0,0.0,,,,,72,,,,,,,,245.1,,Chase Litton,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Chiefs', 'Jaguars']",0,0.0,both
Shaun King,Tulane,,0.0,0.0,0.0,,,,,70,,1516,,89,,,,,,Shaun King,1999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],"['Tampa Bay Buccaneers 1999-2003', 'Arizona Cardinals 2004']",0.0,both
Scott Mitchell,Utah,,0.0,0.0,0.0,,,,,69,,,,,,,,256.6,6.8,Scott Mitchell,1990.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],0,0.0,both
Steve Ramsey,North Texas,,0.0,0.0,0.0,,,,,69,67,,,,,,14.4,244.0,,Steve Ramsey,1970.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,[],0,0.0,both
Jerrod Johnson,Texas A&M,,0.0,0.0,0.0,,,,,67,,,,83,,,,,,Jerrod Johnson,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['Bears'],0,0.0,both
Lynn Dickey,Kansas State,,0.0,0.0,0.0,,,,,,64,,,,,,,,,Lynn Dickey,1971.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],0,0.0,both
Dan Fouts,Oregon,,0.0,0.0,0.0,,,,,,54,,,,,,,,,Dan Fouts,1973.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,[],"['San Diego Chargers 1973', 'San Diego Chargers 1974-1987']",1993.0,both
Tommy Kramer,Rice,,0.0,0.0,0.0,,,,,,52,,,,,,,,,Tommy Kramer,1977.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],"['Minnesota Vikings 1977-1989', 'New Orleans Saints 1990']",0.0,both
Mike McMahon,Rutgers,,0.0,0.0,0.0,,,,,,52,,,,,,13.7,,,Mike McMahon,2001.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Joe Pisarcik,New Mexico State,,0.0,0.0,0.0,,,,,,51,,,,,,,,,Joe Pisarcik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Jack Thompson,Washington State,,0.0,0.0,0.0,,,,,,49,,,,,,,,,Jack Thompson,1979.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Jim Plunkett,Stanford,,0.0,0.0,0.0,,,,,,47,,,,,,14.2,243.4,6.7,Jim Plunkett,1971.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],"['New England Patriots 1971-1975', 'San Francisco 49ers 1976-1977', 'Oakland Raiders 1979-1986']",0.0,both
Norm Snead,Wake Forest,,0.0,0.0,0.0,,,,,,47,,,,,,,,,Norm Snead,1961.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,[],"['Washington Redskins 1961-1963', 'Philadelphia Eagles 1964-1969', 'Philadelphia Eagles 1970', 'Minnesota Vikings 1971', 'New York Giants 1972-1976', 'San Francisco 49ers 1974-1975']",0.0,both
Don Strock,Virginia Tech,,0.0,0.0,0.0,,,,,,47,,,,,,13.7,,,Don Strock,1973.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Steve Beuerlein,Notre Dame,,0.0,0.0,0.0,,,,,,44,,,,,,13.8,,,Steve Beuerlein,1987.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],"['Los Angeles Raiders 1988-1989', 'Dallas Cowboys 1991-1992', 'Phoenix Cardinals 1993-1994', 'Jacksonville Jaguars 1995', 'Carolina Panthers 1996-2000', 'Denver Broncos 2002-2003']",0.0,both
Rick Norton,Kentucky,,0.0,0.0,0.0,,,,,,44,,,,,,,,,Rick Norton,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Brian Sipe,San Diego State,,0.0,0.0,0.0,,,,,,43,,,,,,,,,Brian Sipe,1972.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,[],['Cleveland Browns 1974-1983'],0.0,both
Eric Hipple,Utah State,,0.0,0.0,0.0,,,,,,42,,,,,,,,,Eric Hipple,1980.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,[],0,0.0,both
Todd Blackledge,Penn State,,0.0,0.0,0.0,,,,,,41,,,,,,14.1,,,Todd Blackledge,1983.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Archie Manning,Ole Miss,,0.0,0.0,0.0,,,,,,40,,,,,,,,,Archie Manning,1971.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,[],"['New Orleans Saints 1971-1982', 'Houston Oilers 1982-1983', 'Minnesota Vikings 1983-1984']",0.0,both
Billy Joe Tolliver,Texas Tech,,0.0,0.0,0.0,,,,,,40,,,,,,13.7,,,Billy Joe Tolliver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],0,0.0,both
Elvis Grbac,Michigan,148.7,0.0,0.0,0.0,,,,,,,,,,,,,,,Elvis Grbac,1993.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,[],"['San Francisco 49ers 1994-1995', 'San Francisco 49ers 1996', 'Kansas City Chiefs 1997-1998', 'Kansas City Chiefs 1999-2000', 'Baltimore Ravens 2001']",0.0,both
Will Levis,Kentucky,145.6,0.0,0.0,0.0,,,,,,,,,,,,,,,Will Levis,2023.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['Titans'],0,0.0,both
Cody Carlson,Baylor,,0.0,0.0,0.0,,,,,,,,,,,,14.8,,,Cody Carlson,1987.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],0,0.0,both
Mike Phipps,Purdue,,0.0,0.0,0.0,,,,,,,,,,,,14.5,,,Mike Phipps,1970.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,[],0,0.0,both
Aaron Brooks,Virginia,,0.0,0.0,0.0,,,,,,,,,,,,14.3,,,Aaron Brooks,1999.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],0,0.0,both
Jeff Blake,East Carolina,,0.0,0.0,0.0,,,,,,,,,,,,14.3,,,Jeff Blake,1992.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],"['New York Jets 1992', 'Cincinnati Bengals 1994-1999', 'New Orleans Saints 2000-2001', 'Baltimore Ravens 2002', 'Arizona Cardinals 2003', 'Philadelphia Eagles 2004', 'Chicago Bears 2005']",0.0,both
Jake Plummer,Arizona State,,0.0,0.0,0.0,,,,,,,,,,,,14.1,,,Jake Plummer,1997.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,"['Cardinals', 'Broncos']","['Arizona Cardinals 1997-2002', 'Denver Broncos 2003-2006']",0.0,both
Mark Rypien,Washington State,,0.0,0.0,0.0,,,,,,,,,,,,14.0,,,Mark Rypien,1986.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,[],"['Washington Redskins 1988-1993', 'Cleveland Browns 1994', 'St. Louis Rams 1995-1997', 'Philadelphia Eagles 1996', 'Indianapolis Colts 2001']",0.0,both
Vince Ferragamo,Nebraska,,0.0,0.0,0.0,,,,,,,,,,,,14.0,,,Vince Ferragamo,1977.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,[],0,0.0,both
Gavin Hardison,UTEP,,0.0,0.0,0.0,,,,,,,,,,,,14.0,,,Gavin Hardison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,['Dolphins'],0,0.0,both
Jim Kelly,Miami (FL),,0.0,0.0,0.0,,,,,,,,,,,,13.9,,,Jim Kelly,1983.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,[],['Buffalo Bills 1986-1996'],2002.0,both
Josh Allen,Wyoming,,0.0,0.0,0.0,,,,,,,,,,,,13.9,,,Josh Allen,2018.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,['Bills'],0,0.0,both
